"female"|"nonwhite"|"Sex"|"Race"|"resid_LSAT"|"resid_UGPA"|"scf_LSAT"|"scf_UGPA"
"1"|0|0|"Female"|"White"|-0.0462267871368098|-0.00759633480560806|36.593|2.866
"2"|0|0|"Male"|"White"|-7.24892148421911|0.0498959890112713|30|3.1
"3"|0|1|"Male"|"NonWhite"|8.53561443354532|-0.0532432305442878|39|2.2
"4"|0|0|"Female"|"White"|-0.373213996663949|0.0082891167823762|37.593|3.266
"5"|0|0|"Female"|"White"|-7.98311868605362|0.0317438851046981|30.593|3.466
"6"|0|0|"Male"|"White"|-3.06916905225334|0.0230005015689416|36|3.6
"7"|0|0|"Male"|"White"|0.915815318122213|-0.0129550560944161|37|2.7
"8"|0|0|"Male"|"White"|3.1876243361179|-0.0132035090232536|41|3.2
"9"|0|0|"Male"|"White"|-2.37910944635266|0.0122113075579913|35|3.1
"10"|0|0|"Male"|"White"|6.25209927409426|-0.0261494376127369|41|2.3
"11"|0|0|"Male"|"White"|-7.40181467208545|0.00563897026164906|30|3.1
"12"|0|0|"Female"|"White"|-0.983227127237164|0.0317124953249426|37.593|3.466
"13"|0|0|"Male"|"White"|0.311538769582405|0.00159249475035805|36|2.6
"14"|0|0|"Female"|"White"|1.08729568148089|0.0205172054169185|36.593|2.566
"15"|0|0|"Male"|"White"|-3.14075298263479|0.00227955648777067|36|3.6
"16"|0|1|"Female"|"NonWhite"|-13.4833713906903|0.0567050737856745|19.593|3.066
"17"|0|0|"Male"|"White"|-0.343390853530963|0.0120141818489938|36|2.8
"18"|0|1|"Male"|"NonWhite"|-1.00862478099737|0.0102920244078266|32|3
"19"|0|0|"Female"|"White"|-0.502263984604731|-0.0185298029018663|38.593|3.566
"20"|0|0|"Male"|"White"|1.64510592044018|0.00868441616652671|38|2.8
"21"|0|0|"Female"|"White"|-1.33347468320966|0.0197922031211943|36.593|3.266
"22"|0|0|"Male"|"White"|-8.38200770700899|0.0324450857107088|31|3.7
"23"|0|1|"Female"|"NonWhite"|-7.45549948266859|0.0437002585129811|23.593|2.466
"24"|0|0|"Female"|"White"|-4.06037610014238|-0.00115568684058642|33.593|3.166
"25"|0|0|"Male"|"White"|-3.05545556902648|0.0164336967295888|35|3.3
"26"|0|0|"Male"|"White"|-8.94516438496471|0.0483589843703096|29|3.3
"27"|0|0|"Male"|"White"|-4.74018701648275|-0.00284387996921831|32|2.9
"28"|0|0|"Female"|"White"|1.69941346510721|0.0293121262584672|39.593|3.266
"29"|0|0|"Female"|"White"|2.9694789175425|-0.00305010435434605|39.593|2.866
"30"|0|0|"Female"|"White"|-6.61927267438409|0.0476004357981017|32.593|3.666
"31"|0|0|"Male"|"White"|-9.03469389274693|0.0224434471259283|29|3.3
"32"|0|0|"Male"|"White"|-6.03059852596792|0.0130925472859489|31|3
"33"|0|0|"Female"|"White"|-1.03808620669533|0.00529642686035636|36.593|3.166
"34"|0|0|"Male"|"White"|-8.65900582126683|0.0417278435617394|30|3.5
"35"|0|0|"Female"|"White"|-1.26153080082651|0.0195446219860598|34.593|2.666
"36"|0|0|"Male"|"White"|5.80822220412438|-0.0335629909358839|43|3
"37"|0|0|"Male"|"White"|-11.6319070755472|0.0284992259144876|25|2.9
"38"|0|0|"Male"|"White"|2.80430799313424|-0.0136232934652405|42|3.6
"39"|0|0|"Male"|"White"|-1.72557922962826|0.0224572624247048|37|3.5
"40"|0|0|"Male"|"White"|-8.72076976840324|0.023849426579182|30|3.5
"41"|0|0|"Male"|"White"|3.55790815246726|-0.00601980756768628|41|3.1
"42"|0|0|"Female"|"White"|-0.166577036186268|-0.021360636783442|38.593|3.466
"43"|0|0|"Male"|"White"|-8.6466981903352|0.0242177359826274|28|2.9
"44"|0|0|"Female"|"White"|4.94902833555066|0.0015665553508728|42.593|3.166
"45"|0|0|"Female"|"White"|7.59875715684394|-0.0314332940085977|42.593|2.366
"46"|0|0|"Female"|"White"|6.92507043739732|-0.0264411042976063|42.593|2.566
"47"|0|0|"Female"|"White"|1.58733603355518|0.00740614453312816|40.593|3.566
"48"|0|0|"Female"|"White"|0.194784988494341|-0.0167594696230555|38.593|3.366
"49"|0|0|"Female"|"White"|-0.0447166900697553|0.0139135026218313|38.593|3.466
"50"|0|0|"Male"|"White"|-1.05689858786802|0.00547963562603382|36|3
"51"|0|0|"Male"|"White"|-3.93076774958212|0.0314535676243515|32|2.7
"52"|0|0|"Female"|"White"|-0.974046173605124|0.0238336879689247|36.593|3.166
"53"|0|0|"Female"|"White"|0.563084367964549|0.000386169125901503|39.593|3.566
"54"|0|0|"Female"|"White"|-1.82809075125635|-0.0128448049112153|37.593|3.666
"55"|0|0|"Male"|"White"|1.81662664210193|-0.0205938521069866|40|3.3
"56"|0|0|"Female"|"White"|7.86947865224096|-0.0214601855713048|45.593|3.166
"57"|0|0|"Female"|"White"|-1.093048356799|-7.67575754143657e-05|37.593|3.466
"58"|0|0|"Male"|"White"|-1.75317626061467|0.0250052849881421|38|3.8
"59"|0|0|"Male"|"White"|-2.72960927245935|0.000217992322838256|34|2.9
"60"|0|0|"Female"|"White"|3.33609090686487|0.0136070962996668|40.593|3.066
"61"|0|0|"Female"|"White"|3.58584535984259|-0.0035617109228836|41.593|3.266
"62"|0|0|"Male"|"White"|-0.697746157514565|0.0305139248017903|38|3.5
"63"|0|1|"Female"|"NonWhite"|0.629207855682001|-0.021243687344326|32.593|2.666
"64"|0|0|"Female"|"White"|0.841917650984733|-0.0189017337110053|39.593|3.466
"65"|0|0|"Female"|"White"|-3.33331649393817|-0.00123472606949004|32.593|2.666
"66"|0|0|"Male"|"White"|3.51428139815903|-0.018648166687862|41|3.1
"67"|0|0|"Male"|"White"|-4.08200742266504|0.00874790051644236|34|3.3
"68"|0|0|"Male"|"White"|-1.10193452675784|0.0135160880399798|38|3.6
"69"|0|0|"Female"|"White"|-3.44984260656356|-0.00335571998015238|35.593|3.566
"70"|0|0|"Male"|"White"|2.12261481623451|-0.0320214013082807|40|3.2
"71"|0|0|"Female"|"White"|0.639689815347573|0.0120243011820547|38.593|3.266
"72"|0|0|"Male"|"White"|1.5812477525384|0.0112725176505379|40|3.4
"73"|0|0|"Male"|"White"|-3.3886570409294|0.0305203453079814|36|3.7
"74"|0|1|"Female"|"NonWhite"|-2.33520519109714|0.0101301609182189|31.593|3.266
"75"|0|0|"Female"|"White"|-8.60579261912336|0.0304297024333664|28.593|3.066
"76"|0|0|"Male"|"White"|3.90829617941222|-0.0256679329745002|39|2.4
"77"|0|0|"Female"|"White"|1.87026925840884|-0.00015861459876243|41.593|3.766
"78"|0|0|"Male"|"White"|-9.7420940142108|0.0176768327592951|29|3.5
"79"|0|0|"Male"|"White"|-1.46717947767739|-0.0132817643179521|36|3.1
"80"|0|0|"Male"|"White"|-1.07923847916965|-0.000986950635907924|36|3
"81"|0|0|"Male"|"White"|-0.807881110978585|-0.0224388589944451|36|2.9
"82"|0|0|"Male"|"White"|-5.28551474681583|0.0393035700065156|32|3.1
"83"|0|1|"Female"|"NonWhite"|-2.30523894072777|0.0293406604553175|32.593|3.566
"84"|0|0|"Female"|"White"|-4.95453237977903|0.0189458621509782|31.593|2.866
"85"|0|0|"Male"|"White"|-2.72768112808778|0.0113124796283581|35|3.2
"86"|0|0|"Male"|"White"|-3.99464465095059|0.0234998868343559|33|3
"87"|0|1|"Female"|"NonWhite"|-3.26876116226229|0.0188269317699596|29.593|2.966
"88"|0|0|"Female"|"White"|-0.894508351618327|0.0257842762363167|34.593|2.566
"89"|0|0|"Female"|"White"|-5.97035658216984|0.0143653309207705|30.593|2.866
"90"|0|0|"Male"|"White"|-2.60376927406061|0.0366440963651877|34|2.9
"91"|0|0|"Female"|"White"|4.02901350109243|-0.00688972630435014|38.593|2.266
"92"|0|0|"Female"|"White"|-8.22665728711853|0.0507119554500122|29.593|3.266
"93"|0|0|"Female"|"White"|-4.2680518752028|0.0281933676744281|32.593|2.966
"94"|0|0|"Female"|"White"|1.9012459404638|-0.0228010702937493|38.593|2.866
"95"|0|0|"Male"|"White"|-1.59691901295123|0.0280906382669479|34|2.6
"96"|0|0|"Female"|"White"|-4.95902669809792|0.0176449204093525|31.593|2.866
"97"|0|0|"Female"|"White"|-0.00797883681159561|-0.00706130348380452|35.593|2.566
"98"|0|0|"Female"|"White"|1.30867357418997|-0.0154019438590929|36.593|2.466
"99"|0|0|"Male"|"White"|-1.43984967632331|0.00516557908949622|37|3.4
"100"|0|0|"Female"|"White"|-3.68171322240347|0.0084534482277947|33.593|3.066
"101"|0|0|"Female"|"White"|1.32373102192844|-0.000507000605292962|37.593|2.766
"102"|0|0|"Male"|"White"|-10.295440667737|0.0258940171859878|26|2.8
"103"|0|0|"Male"|"White"|2.23518721607459|-0.0205085038769481|38|2.6
"104"|0|0|"Female"|"White"|4.99269002957524|0.00366866863199888|41.593|2.866
"105"|0|0|"Male"|"White"|-2.77798964211593|-0.00325000598451419|35|3.2
"106"|0|0|"Male"|"White"|-6.68226869110087|0.0349940885738129|32|3.5
"107"|0|0|"Female"|"White"|-3.36283537146867|0.021829711030116|35.593|3.566
"108"|0|0|"Male"|"White"|1.63951327273656|0.0176019076193934|39|3.1
"109"|0|0|"Female"|"White"|5.25919876121492|-0.0297231033301415|40.593|2.466
"110"|0|0|"Male"|"White"|0.163000288926384|0.000741443868794711|40|3.8
"111"|0|0|"Male"|"White"|-5.99319537704944|0.034455758550235|32|3.3
"112"|0|0|"Male"|"White"|0.823705075965663|-0.0185449028725766|39|3.3
"113"|0|0|"Female"|"White"|3.94674626781254|-0.0201667395172844|39.593|2.566
"114"|0|0|"Male"|"White"|-4.02258391108529|0.0154124868861443|33|3
"115"|0|0|"Male"|"White"|2.24520368294745|0.00346361832092867|40|3.2
"116"|0|1|"Male"|"NonWhite"|7.88975537664397|-0.0085868654799639|42|3.3
"117"|0|0|"Male"|"White"|-1.40201558357397|0.00558081369078689|36|3.1
"118"|0|0|"Female"|"White"|2.49771334130646|-0.018536366226154|41.593|3.566
"119"|0|0|"Female"|"White"|-3.19680360308032|-0.01957376925635|36.593|3.766
"120"|0|0|"Female"|"White"|4.26405609302793|0.00329199646862133|42.593|3.366
"121"|0|0|"Male"|"White"|7.82113659665529|-0.0192883842440081|46|3.3
"122"|0|0|"Male"|"White"|5.60686356257946|-0.0234580751897635|40|2.2
"123"|0|0|"Female"|"White"|2.09861268928033|-0.0340614938410515|41.593|3.666
"124"|0|1|"Female"|"NonWhite"|7.51469897115877|-0.033317126681593|41.593|3.266
"125"|0|1|"Male"|"NonWhite"|-0.281657854903223|0.0207225172734145|32|2.8
"126"|0|0|"Female"|"White"|-2.38627301697041|0.015045364841165|36.593|3.566
"127"|0|0|"Male"|"White"|-0.715999389117485|0.00415755870016898|36|2.9
"128"|0|0|"Female"|"White"|14.1906429771592|-0.0601038697687963|48|2.166
"129"|0|0|"Female"|"White"|0.631976362190585|-0.000744822665232459|37.593|2.966
"130"|0|1|"Male"|"NonWhite"|0.28960221116651|0.00715425483673293|34|3.2
"131"|0|0|"Female"|"White"|7.83725287337695|-0.00971565760239601|47.593|3.766
"132"|0|0|"Female"|"White"|5.53900264739945|-0.0381936922251884|41.593|2.666
"133"|0|0|"Male"|"White"|5.54358899670747|0.000371677095406309|44|3.4
"134"|0|0|"Male"|"White"|10.5640944376416|-0.0253018221737586|46|2.5
"135"|0|1|"Male"|"NonWhite"|1.66087372514144|0.004087499226058|34|2.8
"136"|0|0|"Male"|"White"|-5.4487015706163|0.0131396371596977|34|3.7
"137"|0|0|"Male"|"White"|-0.0733802146846685|0.0112451635447837|38|3.3
"138"|0|0|"Male"|"White"|-0.017807197804288|0.0273315313180711|38|3.3
"139"|0|0|"Male"|"White"|-2.49457037883224|-0.000137715046537146|37|3.7
"140"|0|1|"Male"|"NonWhite"|7.51542797507846|-0.0380137570654777|40|2.8
"141"|0|0|"Male"|"White"|3.1768744175891|-0.0163152195744263|41|3.2
"142"|0|1|"Male"|"NonWhite"|3.49750913367202|-0.022127890897361|38|3.4
"143"|0|0|"Male"|"White"|2.19870348680169|0.000539861882572712|41|3.5
"144"|0|0|"Male"|"White"|1.18835611691099|-0.00245532547438376|40|3.5
"145"|0|0|"Female"|"White"|3.5852363241086|-0.0037380046235671|41.593|3.266
"146"|0|0|"Female"|"White"|1.18938318265202|-0.00778673639028016|40.593|3.666
"147"|0|0|"Female"|"White"|-2.45124811124971|-0.00376256248318096|36.593|3.566
"148"|0|1|"Female"|"NonWhite"|-8.20259867640144|0.027442206167521|23.593|2.666
"149"|0|0|"Male"|"White"|-0.373617807366195|0.0243372969872242|38|3.4
"150"|0|0|"Female"|"White"|1.62118211513037|0.00666699490205591|39.593|3.266
"151"|0|0|"Male"|"White"|-3.66963688282878|0.0175778185477995|33|2.9
"152"|0|0|"Male"|"White"|-1.75794215286828|0.0236257324667366|38|3.8
"153"|0|0|"Male"|"White"|3.2131195869223|0.0152491583201542|43|3.8
"154"|0|0|"Female"|"White"|1.89876235895106|-0.0129836172230777|39.593|3.166
"155"|0|1|"Male"|"NonWhite"|2.6823680287059|0.0103093185833329|35|2.8
"156"|0|0|"Female"|"White"|1.3420604413258|0.015335059476123|38.593|3.066
"157"|0|0|"Female"|"White"|-3.44138144971188|-0.000906522716007885|35.593|3.566
"158"|0|0|"Female"|"White"|-0.415382844597232|-0.0039172314511684|37.593|3.266
"159"|0|0|"Female"|"White"|1.98345076099952|0.000994236315591035|38.593|2.866
"160"|0|0|"Male"|"White"|1.63319573742685|0.00523685123385453|38|2.8
"161"|0|1|"Female"|"NonWhite"|1.61525493636065|-0.0147461905485207|34.593|2.966
"162"|0|0|"Male"|"White"|-4.454721047766|0.000860857774200863|34|3.4
"163"|0|1|"Female"|"NonWhite"|-1.19898970070992|0.0179505137927052|29.593|2.366
"164"|0|0|"Male"|"White"|2.27328431993344|0.0115919417271799|40|3.2
"165"|0|0|"Male"|"White"|-5.93850145088109|0.0292149422927119|30|2.7
"166"|0|0|"Male"|"White"|-6.70182868519853|0.039868541092964|33|3.8
"167"|0|0|"Male"|"White"|1.24949054482185|-0.0269045698847021|36|2.3
"168"|0|0|"Female"|"White"|-5.62488127375286|0.0143678713577478|30.593|2.766
"169"|0|0|"Male"|"White"|-8.94738672079315|0.0266429797181771|27|2.7
"170"|0|0|"Male"|"White"|5.88444055941373|-0.032573267582868|41|2.4
"171"|0|1|"Male"|"NonWhite"|2.30722096537362|-0.0193548352810726|33|2.3
"172"|0|0|"Male"|"White"|-5.33749537335574|0.034793428235401|33|3.4
"173"|0|0|"Female"|"White"|1.57652571341432|0.00427694991144278|40.593|3.566
"174"|0|0|"Female"|"White"|-0.485549072911404|-0.0347641629475044|36.593|2.966
"175"|0|0|"Male"|"White"|-2.02081723605774|0.0264602346875344|36|3.3
"176"|0|0|"Female"|"White"|4.54609717324963|-0.0150673657127229|42.593|3.266
"177"|0|0|"Male"|"White"|0.793909517743224|-0.0166332740063622|40|3.6
"178"|0|0|"Male"|"White"|-2.68856320117775|0.0437084163890669|37|3.8
"179"|0|0|"Male"|"White"|5.82594476846509|-0.00736023371181194|45|3.6
"180"|0|1|"Male"|"NonWhite"|-10.5891291381283|0.0422571199342561|23|3.2
"181"|0|0|"Male"|"White"|-4.88561255262585|0.033987995701005|30|2.4
"182"|0|0|"Female"|"White"|1.96614987779521|-0.00401374031858026|38.593|2.866
"183"|0|0|"Female"|"White"|-0.991001046087227|0.00838950924147941|35.593|2.866
"184"|0|0|"Male"|"White"|0.207923185479771|-0.00732773019137101|38|3.2
"185"|0|1|"Female"|"NonWhite"|-11.1083753329492|0.0547164381723082|20.593|2.666
"186"|0|0|"Male"|"White"|-7.53050950706159|0.0578501352143683|29|2.9
"187"|0|0|"Male"|"White"|9.2566859938299|-0.014285389404098|45|2.6
"188"|0|0|"Male"|"White"|-0.37682967051704|0.00233486015408824|36|2.8
"189"|0|1|"Male"|"NonWhite"|-2.14461246389514|0.0393194558193111|28|2.2
"190"|0|0|"Male"|"White"|-3.07301401909483|0.0113511638533117|35|3.3
"191"|0|0|"Male"|"White"|-1.43618350806818|-0.00430955811765488|36|3.1
"192"|0|0|"Male"|"White"|-1.42831917295733|0.00850324056926599|37|3.4
"193"|0|0|"Male"|"White"|-1.77427311281291|-0.00217420588286998|36|3.2
"194"|0|1|"Male"|"NonWhite"|-1.96882449441163|0.0112764006347006|30|2.7
"195"|0|1|"Male"|"NonWhite"|2.29346713247956|-0.0127997102032729|34|2.6
