X1|U1|X2|U2|W
-0.593886471705842|-0.1319747714901871|-59.26684062929061|-53.42695699084984|-0.46191170021565486
-309.2641030024364|-68.72535622276364|-3137.023991059429|-95.92697820213778|-240.53874677967275
-156.6962568498181|-34.82139041107069|-1552.4417758549287|-11.595250165050668|-121.8748664387474
2232.7719274200845|496.17153942668546|22196.444401905646|240.85378227481507|1736.6003879933992
317.37299149294773|70.52733144287727|3209.6183548467106|88.78393849939161|246.84566005007048
855.9097400865255|190.20216446367232|8346.716893006185|-69.72888451131584|665.7075756228533
338.6043068921529|75.24540153158954|3312.283136940493|-17.325880832344414|263.35890536056337
607.8344274336168|135.07431720747041|6072.973373981309|95.93483755074337|472.7601102261465
420.18444820471024|93.37432182326894|4140.423580037759|8.609839358108685|326.8101263814413
425.04006807002486|94.45334846000553|4087.78343628874|-91.77723306650422|330.5867196100193
-101.48984165639055|-22.553298145864566|-1073.84592904347|-75.86248608896294|-78.93654351052598
-2594.1861773678434|-576.485817192854|-25387.411156186958|122.08625459683435|-2017.7003601749893
1285.6050268118056|285.69000595817903|12588.2467068993|-53.536056750123585|999.9150208536265
-1727.611071025736|-383.9135713390524|-16895.55626462438|92.61926712868936|-1343.6974996866836
-971.721020177863|-215.93800448396956|-9589.718233903204|-34.46153548755126|-755.7830156938935
1143.6130519250178|254.13623376111505|11116.847053428542|-128.68129050079858|889.4768181639026
1163.2093687519061|258.49097083375693|11465.662134432225|27.43667503848044|904.7183979181492
-927.5537561363154|-206.1230569191812|-9146.65733374065|-25.71206506688144|-721.4306992171342
21.26796347901559|4.72621410644791|185.9722347250888|-23.1627394852312|16.541749372567683
-431.2615004752073|-95.8358889944905|-4419.556327047334|-178.8182390411284|-335.4256114807168
-342.20865917017574|-76.04636870448348|-3580.154535490896|-215.10272031750074|-266.16229046569225
1121.9529441032478|249.32287646738837|11307.029558312075|274.49227463013824|872.6300676358594
-143.1830706477232|-31.81846014393849|-1473.595883345773|-65.62902197649471|-111.36461050378473
-1660.3716392224296|-368.97147538276215|-16280.043138789086|46.94464689813774|-1291.4001638396676
-2183.519619593555|-485.2265821319012|-21405.923697747934|65.35256158869103|-1698.293037461654
937.8550389896503|208.412230886589|9229.696384349983|7.455167618422287|729.4428081030613
-638.1201237395057|-141.8044719421124|-6387.254121666949|-112.4062382284755|-496.3156517973934
1321.2978264677572|293.6217392150571|13140.932849510738|148.17088924445986|1027.6760872527
358.9524355440938|79.76720789868752|3631.7343159720435|102.03536645512084|279.1852276454063
214.72923134556217|47.71760696568048|1871.3465483314358|-240.1575598999256|167.01162437988168
415.4289531827225|92.31754515171612|4202.574408912624|117.52303594918519|323.1114080310064
-113.79134554674279|-25.286965677053953|-1062.2637021661442|56.68452904349319|-88.50437986968883
-1059.535675033497|-235.452372229666|-10502.861671060033|-84.09419989731362|-824.083302803831
-1579.6594226461355|-351.0354272546968|-15464.036607487451|69.28104853288197|-1228.6239953914387
2340.727888637583|520.161753030574|22884.917682188803|-132.23988941409522|1820.566135607009
-135.35576356824737|-30.079058570721635|-1367.466749097548|-36.468407343115594|-105.27670499752573
854.7658638399125|189.9479697422028|8421.850130731336|16.65246963886193|664.8178940977098
2055.861158374348|456.8580351942996|20081.794015968724|-134.1740413790328|1599.0031231800485
-743.3179728144573|-165.18177173654607|-7382.47398784101|-73.1805884988458|-578.1362010779113
-908.7820440630562|-201.95156534734582|-9067.645358883525|-131.2885922634724|-706.8304787157103
998.7751296858462|221.95002881907695|9760.889662686253|-60.39911255790108|776.8251008667693
-244.6283808299845|-54.36186240666323|-2491.354678400522|-85.8422669056743|-190.2665184233213
-1056.9650808550596|-234.8811290789021|-10476.756968227572|-83.26700648615363|-822.0839517761574
674.480606078625|149.8845791285833|6573.509802572595|-58.882823867217816|524.5960269500416
2501.0017835310764|555.778174118017|24580.72710588709|-12.457098835159902|1945.2236094130594
1125.0061421602982|250.00136492451068|11039.259888329001|-23.300509580596835|875.0047772357874
1293.3838613896214|287.41863586436034|12779.79139916998|61.51676217203753|1005.9652255252611
-175.02332717484043|-38.894072705520095|-1819.564438742284|-98.5017215230196|-136.12925446932033
-1856.897836366349|-412.64396363696653|-18320.34548928378|-60.850098348013034|-1444.2538727293827
-1637.0034391083523|-363.7785420240783|-16034.305580868198|62.89490369726529|-1273.224897084274
360.85678976904745|80.19039772645499|3628.754034674635|80.32893527900157|280.66639204259246
912.7683354934597|202.83740788743552|8898.745238226747|-76.81006079227345|709.9309276060243
-270.9051720785311|-60.201149350784696|-2543.2353658041443|120.66549296807823|-210.70402272774643
185.7612157690425|41.28027017089833|1773.6186918221772|-53.03326324007419|144.48094559814416
-37.688145485420314|-8.375143441204514|-437.87351732781883|-67.27342005451914|-29.3130020442158
98.84765509706295|21.966145577125104|754.5822918167852|-217.41964997100052|76.88150951993785
1163.4148459288951|258.5366324286434|11263.442435017187|-176.8035499502824|904.8782135002518
-1193.4298800270788|-265.2066400060175|-11495.387369075263|240.006451191013|-928.2232400210613
-1140.2825148394768|-253.39611440877263|-11245.688665801148|-32.910603212959174|-886.8864004307043
-472.7612094009576|-105.05804653354615|-4791.006664027049|-142.18810491763173|-367.7031628674115
1048.6724091622918|233.03831314717596|10471.439070994697|159.4937142321615|815.6340960151158
356.9894273884109|79.33098386409131|3539.19102325234|28.79498726629985|277.6584435243196
-1060.2801554661257|-235.61781232580572|-10308.703755620616|117.38443979628646|-824.6623431403201
361.42571143995633|80.31682476443473|3507.533878961293|-46.48561686494438|281.1088866755216
-1540.747945667208|-342.38843237049065|-15106.462137598592|44.22599479561871|-1198.3595132967173
-239.81404726753055|-53.29201050389568|-2536.3719437425866|-178.20047894520266|-186.52203676363487
-129.0895481100142|-28.686566246669823|-1420.0975785805044|-150.7170221653649|-100.40298186334438
700.1654798592747|155.5923288576166|6975.968080288152|91.00752833861786|544.5731510016581
624.6498329558212|138.8110739901825|6151.531449193922|9.141425128346247|485.83875896563876
-3327.111267214693|-739.3580593810428|-32809.98124336841|-93.38711575726497|-2587.75320783365
-833.0350490138333|-185.11889978085182|-8122.5197872190565|68.9915280836374|-647.9161492329814
1062.6527194938162|236.14504877640363|10547.794449010793|98.37604065493395|826.5076707174127
1235.2364985762533|274.4969996836119|12247.362520449222|100.87028444939854|960.7394988926414
556.8281837388314|123.73959638640699|5581.565228201902|106.08808810339336|433.08858735242444
1418.6274132028457|315.250536267299|13991.750245611016|41.914015783033506|1103.3768769355468
714.5449760193155|158.7877724487368|7125.617993567117|99.25906271051463|555.7572035705788
739.5750195254716|164.35000433899367|7270.453844350605|-2.0338476498655766|575.2250151864779
